Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
Grant's Electrical Services (N.I.) Limited, ,Pennybridge Industrial Estate, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3HB,"7,060",18-Feb-13,22-Feb-13,MIS,0,"41,340",Electrical & Electronics,N,Innovation and Technical Development,BALLYMENA,60
Grant's Electrical Services (N.I.) Limited, ,Pennybridge Industrial Estate, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3HB,"9,998",22-Jan-14,28-Jan-14,Skills Accelerator Grant,0,"19,996",Electrical & Electronics,N,Skills Development,BALLYMENA,60
Grant's Electrical Services (N.I.) Limited, ,Pennybridge Industrial Estate, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3HB,"47,800",1-Aug-14,8-Aug-14,SFA less than 250k,10,"344,000",Electrical & Electronics,N,Job Creation,BALLYMENA,60
Grant's Electrical Services (N.I.) Limited, ,Pennybridge Industrial Estate, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3HB,"13,210",13-Aug-14,18-Aug-14,MIS,0,"33,025",Electrical & Electronics,N,Innovation and Technical Development,BALLYMENA,60
Granville Ecopark Limited,19,Point Street, , ,Larne,Co. Antrim,Northern Ireland,BT40 1HY,"3,750,000",2-Aug-12,4-Aug-12,SFA 250k or more,12,"14,261,000",Renewable Energy Products,N,Job Creation,LARNE,1
Gravecard Ltd,3,Glenwood Business Park,Springbank Industrial Estate,Dunmurry,Belfast,Co. Antrim,Northern Ireland,BT17 0QL,"2,500",15-Feb-12,27-Feb-12,Technical Development Incentive (TDI),0,"5,000",General Manufacturing,N,Innovation and Technical Development,LISBURN,1
Gray & Adams (Ireland) Limited, ,Houstons Corner,Ballyearl, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4TP,"12,567",4-Aug-11,9-Aug-11,Grant For Research And Development,0,"60,266",Transport,N,Research and Development,NEWTOWNABBEY,55
Gray & Adams (Ireland) Limited, ,Houstons Corner,Ballyearl, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4TP,"24,800",6-Aug-12,3-Sep-12,Growth Accelerator Programme (GAP),1,"62,000",Transport,N,Job Creation,NEWTOWNABBEY,55
Gray & Adams (Ireland) Limited, ,Houstons Corner,Ballyearl, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4TP,"14,192",26-Mar-14,26-Mar-14,Skills Growth Programme,0,"50,346",Transport,N,Skills Development,NEWTOWNABBEY,55
Gray Design Ltd,17,Canal Street,The Bath House, ,Newry,Co. Down,Northern Ireland,BT35 6JB,"3,000",1-Jun-11,2-Jun-11,Growth Incentive,0,"7,500",Business Services,N,Other,NEWRY & MOURNE,3
Green Cross Supplies, ,Acorn House,Altnagelvin Industrial Estate,Trench Road,Derry,Co. Londonderry,Northern Ireland,BT47 2ED,"15,334",25-Jun-13,10-Sep-13,Growth Accelerator Programme (GAP),1,"63,336",Life Sciences,Y,Job Creation,DERRY,Not Available
Green Energy 4u,11,Dunturk Road, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9DF,"7,310",23-Dec-13,1-Jan-14,Growth Accelerator Programme (GAP),0,"18,275",Business Services,N,Other,DOWN,5
Green Future (NI) Limited,5,Manor Hill, , ,Armagh,Co. Armagh,Northern Ireland,BT60 3NF,"3,200",29-Feb-12,14-Mar-12,Pre-Start,0,"8,000",Construction Products,Y,Other,ARMAGH,Not Available
Green Future (NI) Limited,5,Manor Hill, , ,Armagh,Co. Armagh,Northern Ireland,BT60 3NF,"14,700",14-Mar-12,24-May-12,Interim Managers,0,"30,000",Construction Products,N,Skills Development,ARMAGH,Not Available
Green Future (NI) Limited,5,Manor Hill, , ,Armagh,Co. Armagh,Northern Ireland,BT60 3NF,"2,220",20-Jun-12,21-Jun-12,MIS,0,"6,200",Construction Products,N,Innovation and Technical Development,ARMAGH,Not Available
Green Future (NI) Limited,5,Manor Hill, , ,Armagh,Co. Armagh,Northern Ireland,BT60 3NF,"1,110",10-Aug-12,30-Aug-12,Technical Development Incentive (TDI),0,"2,220",Construction Products,N,Innovation and Technical Development,ARMAGH,Not Available
Green Roofs Direct,146,Shore Road,Magheramorne, ,Larne,Co. Antrim,Northern Ireland,BT40 3HY,"6,250",31-Dec-13,6-Jan-14,MIS,0,"12,500",Horticulture,N,Innovation and Technical Development,LARNE,1
Green Roofs Direct,146,Shore Road,Magheramorne, ,Larne,Co. Antrim,Northern Ireland,BT40 3HY,"9,588",16-Sep-14,20-Sep-14,Growth Accelerator Programme (GAP),0,"23,970",Horticulture,N,Other,LARNE,1
Green Sword Environmental Ltd,362,Tempo Road,Pubble Tempo, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT94 3NB,"20,000",11-Jun-13,14-Jun-13,Propel Programme,0,"20,000",Business Services,N,Skills Development,FERMANAGH,1
Green Sword Environmental Ltd,362,Tempo Road,Pubble Tempo, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT94 3NB,303,27-Aug-13,4-Sep-13,Technical Development Incentive (TDI),0,605,Business Services,N,Innovation and Technical Development,FERMANAGH,1
Green Sword Environmental Ltd,362,Tempo Road,Pubble Tempo, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT94 3NB,"1,150",18-Oct-13,21-Oct-13,Technical Development Incentive (TDI),0,"2,300",Business Services,N,Innovation and Technical Development,FERMANAGH,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"10,500",25-Aug-11,28-Aug-11,Growth Accelerator Programme (GAP),1,"45,405",General Manufacturing,Y,Job Creation,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"2,867",10-Oct-11,18-Oct-11,Technical Development Incentive (TDI),0,"6,370",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"1,900",18-Oct-11,19-Oct-11,MIS,0,"3,800",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,365,7-Nov-11,23-Nov-11,Technical Development Incentive (TDI),0,730,General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"3,920",10-Feb-12,13-Feb-12,Interim Managers,0,"8,000",General Manufacturing,N,Skills Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,712,7-Aug-12,14-Aug-12,Technical Development Incentive (TDI),0,"1,424",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,850,23-Nov-12,24-Nov-12,Technical Development Incentive (TDI),0,"1,700",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"5,000",4-Dec-12,6-Dec-12,Technical Development Incentive (TDI),0,"11,650",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"1,590",6-Feb-13,7-Feb-13,Technical Development Incentive (TDI),0,"3,180",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"1,676",17-May-13,28-May-13,MIS,0,"4,000",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"5,000",4-Sep-13,6-Sep-13,Selective Financial Assistance (The Jobs Fund),1,"30,000",General Manufacturing,N,Job Creation,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,"1,960",7-Nov-13,9-Nov-13,Finance Vouchers,0,"4,000",General Manufacturing,N,Other,DOWN,1
Greenans Products Limited,3,Dundrinne Rise, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9LY,950,16-May-14,17-May-14,Technical Development Incentive (TDI),0,"1,900",General Manufacturing,N,Innovation and Technical Development,DOWN,1
Greenhill Kitchens Limited,93,Omagh Road, , ,Ballygawley,Co. Tyrone,Northern Ireland,BT70 2BY,"4,608",25-Feb-14,28-Feb-14,Growth Accelerator Programme (GAP),0,"12,205",Construction Products,N,Other,DUNGANNON,28
Greenmount Meats,57,Annareagh Road, , ,Richhill,Co. Armagh,Northern Ireland,BT61 9JT,"2,695",17-May-13,20-May-13,Resource Efficiency Capital Grant,0,"4,900",Food,N,Innovation and Technical Development,ARMAGH,3
Greentown Environmental Ltd,59,Marble Arch Road, , ,Florencecourt,Co. Fermanagh,Northern Ireland,BT92 1DE,"9,585",6-Apr-11,9-May-11,Growth Accelerator Programme (GAP),1,"137,450",Business Services,N,Job Creation,FERMANAGH,9
Greenville Electrical & Industrial,16,Cedar Hurst Road,Newtownbreda Factory Estate, ,Belfast,Co. Antrim,Northern Ireland,BT8 7RH,"60,000",15-Sep-11,23-Sep-11,SFA less than 250k,12,"500,000",Electrical & Electronics,N,Job Creation,CASTLEREAGH,32
Greenville Electrical & Industrial,16,Cedar Hurst Road,Newtownbreda Factory Estate, ,Belfast,Co. Antrim,Northern Ireland,BT8 7RH,"7,637",10-Jun-13,12-Jun-13,MIS,0,"19,790",Electrical & Electronics,N,Innovation and Technical Development,CASTLEREAGH,32
Greenville Electrical & Industrial,16,Cedar Hurst Road,Newtownbreda Factory Estate, ,Belfast,Co. Antrim,Northern Ireland,BT8 7RH,"27,710",18-Jun-13,1-Jul-13,Growth Accelerator Programme (GAP),2,"98,980",Electrical & Electronics,N,Job Creation,CASTLEREAGH,32
Greenville Electrical & Industrial,16,Cedar Hurst Road,Newtownbreda Factory Estate, ,Belfast,Co. Antrim,Northern Ireland,BT8 7RH,"30,000",27-Aug-14,28-Aug-14,Growth Accelerator Programme (GAP),2,"75,000",Electrical & Electronics,N,Job Creation,CASTLEREAGH,32
Greenway (Ireland) Limited,11,Porthill Road, , ,Mountnorris,Co. Armagh,Northern Ireland,BT60 2TY,"20,788",27-Oct-11,8-Nov-11,Growth Accelerator Programme (GAP),1,"51,970",Business Services,N,Job Creation,ARMAGH,8
Greenway Healthcare (NI) Limited,1a,Green Road,Conlig, ,Bangor,Co. Down,Northern Ireland,BT23 7SU,743,9-Nov-11,23-Nov-11,Technical Development Incentive (TDI),0,"1,650",General Manufacturing,N,Innovation and Technical Development,NORTH DOWN,6
Gregg & Patterson (Engineers) Limited, ,Ballyskeagh Road,Lambeg, ,Lisburn,Co. Antrim,Northern Ireland,BT27 5TD,"5,000",15-Apr-14,30-Apr-14,Technical Development Incentive (TDI),0,"10,000",Construction Products,N,Innovation and Technical Development,LISBURN,70
Grid Ireland Limited,9,Carnanbane Road,Dungiven, ,Londonderry,Co. Londonderry,Northern Ireland,BT47 4SR,"49,000",10-Apr-14,14-Apr-14,Selective Financial Assistance (The Jobs Fund),7,"250,000",Business Services,N,Job Creation,LIMAVADY,23
Grosvenor Shirts Limited, ,Abercorn Factory,Derry Road, ,Strabane,Co. Tyrone,Northern Ireland,BT82 8DX,"48,348",22-Mar-12,4-Apr-12,Growth Accelerator Programme (GAP),0,"159,060",Clothing,N,Other,STRABANE,30
Grosvenor Shirts Limited, ,Abercorn Factory,Derry Road, ,Strabane,Co. Tyrone,Northern Ireland,BT82 8DX,"2,721",7-Aug-12,4-Oct-12,MIS,0,"6,545",Clothing,N,Innovation and Technical Development,STRABANE,30
Grosvenor Shirts Limited, ,Abercorn Factory,Derry Road, ,Strabane,Co. Tyrone,Northern Ireland,BT82 8DX,"14,203",3-Sep-13,17-Sep-13,MIS,0,"68,949",Clothing,N,Innovation and Technical Development,STRABANE,30
Ground Check Ltd,70A,Old Mill Industrial Estate,Seven Mile Straight,Muckamore,Antrim,Co. Antrim,Northern Ireland,BT41 4QE,"4,000",9-Sep-13,12-Sep-13,Finance Vouchers,0,"8,163",Business Services,N,Other,ANTRIM,10
Ground Check Ltd,70A,Old Mill Industrial Estate,Seven Mile Straight,Muckamore,Antrim,Co. Antrim,Northern Ireland,BT41 4QE,"42,000",4-Jun-14,12-Jun-14,Selective Financial Assistance (The Jobs Fund),7,"262,000",Business Services,N,Job Creation,ANTRIM,10
Groundsman Industries Limited,30,Ballybrakes Road, , ,Ballymoney,Co. Antrim,Northern Ireland,BT53 6LG,"35,700",18-Jul-14,29-Jul-14,Growth Accelerator Programme (GAP),0,"193,000",Engineering,N,Other,BALLYMONEY,13
Groundwork Northern Ireland Ltd,63 - 75,Duncairn Gardens, , ,Belfast,Co. Antrim,Northern Ireland,BT15 2GB,"4,500",9-Mar-12,30-Mar-12,Growth Incentive,0,"11,250",Construction Products,N,Other,BELFAST,9
Group Cleaning Services,30,Oak Grove,Castledawson,,Magherafelt,Co. Tyrone,Northern Ireland,BT45 8RY,"1,500",3-Dec-12,5-Dec-12,NEET Business Start Grant (The Jobs Fund),1,"10,000",Business Services,Y,Job Creation,MAGHERAFELT,1
GRP Systems Ltd,14,Crosshill Road, , ,Crumlin,Co. Antrim,Northern Ireland,BT29 4BQ,"2,192",25-Jan-12,20-Feb-12,Technical Development Incentive (TDI),0,"4,871",Construction Products,N,Innovation and Technical Development,ANTRIM,12
GRP Systems Ltd,14,Crosshill Road, , ,Crumlin,Co. Antrim,Northern Ireland,BT29 4BQ,"48,614",26-Jul-12,3-Aug-12,Growth Accelerator Programme (GAP),2,"119,660",Construction Products,N,Job Creation,ANTRIM,12
GRP Systems Ltd,14,Crosshill Road, , ,Crumlin,Co. Antrim,Northern Ireland,BT29 4BQ,"1,200",10-Oct-12,2-Nov-12,Technical Development Incentive (TDI),0,"2,400",Construction Products,N,Innovation and Technical Development,ANTRIM,12
GRP Systems Ltd,14,Crosshill Road, , ,Crumlin,Co. Antrim,Northern Ireland,BT29 4BQ,"38,874",27-Aug-13,10-Oct-13,Growth Accelerator Programme (GAP),0,"97,184",Construction Products,N,Other,ANTRIM,12
GRP Systems Ltd,14,Crosshill Road, , ,Crumlin,Co. Antrim,Northern Ireland,BT29 4BQ,625,6-Jun-14,9-Jun-14,Technical Development Incentive (TDI),0,"1,250",Construction Products,N,Innovation and Technical Development,ANTRIM,12
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"45,400",6-Jul-12,19-Jul-12,Export Start,6,"255,500",Business Services,Y,Job Creation,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"11,125",17-May-13,24-May-13,Project Definition,0,"22,250",Business Services,N,Research and Development,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"20,000",30-May-13,31-May-13,Propel Programme,0,"20,000",Business Services,N,Skills Development,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"63,855",11-Dec-13,16-Dec-13,Grant For Research And Development,0,"183,175",Business Services,N,Research and Development,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"14,700",18-Aug-14,20-Aug-14,CDS Interim Manager,0,"30,000",Business Services,N,Skills Development,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"4,000",29-Aug-14,29-Aug-14,Finance Vouchers,0,"8,163",Business Services,N,Other,BALLYMENA,5
GSS (NI) Limited,15a,Main Street, , ,Portglenone,Co. Antrim,Northern Ireland,BT44 8AA,"1,200",22-Sep-14,24-Sep-14,Technical Development Incentive (TDI),0,"2,400",Business Services,N,Innovation and Technical Development,BALLYMENA,5
Guru Networks Limited,10,Kerr's Road,Gransha, ,Bangor,Co. Down,Northern Ireland,BT19 7QD,"34,896",21-Aug-12,22-Aug-12,Grant For Research And Development,0,"72,020",Computer Software & Services,N,Research and Development,BELFAST,2
Guru Ping (UK) Ltd,,ECIT Building,Northern Ireland Science Park,Queens Island,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"41,838",24-Apr-14,29-Apr-14,Project Definition,0,"83,675",Software,N,Research and Development,BELFAST,2
H & A Mechanical Services Ltd,28,Five Mile Straight, ,Draperstown,Magherafelt,Co. Derry,Northern Ireland,BT45 7EE,"19,161",11-Oct-11,13-Oct-11,MIS,0,"85,000",Construction Products,N,Innovation and Technical Development,MAGHERAFELT,9
H & A Mechanical Services Ltd,28,Five Mile Straight, ,Draperstown,Magherafelt,Co. Derry,Northern Ireland,BT45 7EE,"20,802",21-Nov-11,23-Nov-11,Growth Accelerator Programme (GAP),2,"72,640",Construction Products,Y,Job Creation,MAGHERAFELT,9
H. K. Dickey,9,Granagh Road, , ,Cullybackey,Co. Antrim,Northern Ireland,BT42 1EG,490,7-Nov-13,15-Nov-13,Finance Vouchers,0,"1,000",Food,N,Other,BALLYMENA,68
H. K. Dickey,9,Granagh Road, , ,Cullybackey,Co. Antrim,Northern Ireland,BT42 1EG,"140,000",27-Mar-14,28-Mar-14,Restructuring Support,0,0,Food,N,Other,BALLYMENA,68
H. M. Electrics Limited,95,Glen Road, , ,Maghera,Co. Londonderry,Northern Ireland,BT46 5JG,"6,259",17-Dec-12,27-Dec-12,MIS,0,"21,964",Electrical & Electronics,N,Innovation and Technical Development,MAGHERAFELT,22
H. M. Electrics Limited,95,Glen Road, , ,Maghera,Co. Londonderry,Northern Ireland,BT46 5JG,"5,600",21-Aug-14,27-Aug-14,Growth Accelerator Programme (GAP),0,"14,000",Electrical & Electronics,Y,Other,MAGHERAFELT,22
H.& J. Martin Limited, ,Ulster Building Works,163 Ormeau Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1SP,"5,000",5-Apr-12,30-Apr-12,E Process Financial Support,0,"14,500",Construction Products,N,Innovation and Technical Development,BELFAST,290
H.& J. Martin Limited, ,Ulster Building Works,163 Ormeau Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1SP,"7,500",17-May-12,21-May-12,Interim Managers,0,"30,000",Construction Products,N,Skills Development,BELFAST,290
H.& J. Martin Limited, ,Ulster Building Works,163 Ormeau Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1SP,"25,000",30-Oct-12,7-Nov-12,MIS,0,"131,368",Construction Products,N,Innovation and Technical Development,BELFAST,290
H.& J. Martin Limited, ,Ulster Building Works,163 Ormeau Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1SP,"19,493",30-Dec-13,15-Jan-14,MIS,0,"67,432",Construction Products,N,Innovation and Technical Development,BELFAST,290
H.& J. Martin Limited, ,Ulster Building Works,163 Ormeau Road, ,Belfast,Co. Antrim,Northern Ireland,BT7 1SP,"21,032",24-Jan-14,25-Mar-14,Skills Growth Programme,0,"82,083",Construction Products,N,Skills Development,BELFAST,290
H.M.C. Global Limited,1,Chlorine Gardens, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5DJ,"26,456",31-Oct-13,20-Nov-13,Skills Growth Programme,0,"66,140",Business Services,N,Skills Development,BELFAST,15
H.M.G. Powder Coatings Limited, ,Dill Road,Castlereagh Industrial Estate, ,Belfast, ,Northern Ireland,BT6 9HU,"14,620",15-Sep-11,23-Sep-11,MIS,0,"51,160",General Manufacturing,N,Innovation and Technical Development,CASTLEREAGH,25
H.M.G. Powder Coatings Limited, ,Dill Road,Castlereagh Industrial Estate, ,Belfast, ,Northern Ireland,BT6 9HU,"39,000",30-Jan-12,1-Feb-12,Selective Financial Assistance (The Jobs Fund),7,"238,000",General Manufacturing,N,Job Creation,CASTLEREAGH,25
H.M.G. Powder Coatings Limited, ,Dill Road,Castlereagh Industrial Estate, ,Belfast, ,Northern Ireland,BT6 9HU,"1,203",4-Jun-13,7-Jun-13,Technical Development Incentive (TDI),0,"2,406",General Manufacturing,N,Innovation and Technical Development,CASTLEREAGH,25
H.M.G. Powder Coatings Limited, ,Dill Road,Castlereagh Industrial Estate, ,Belfast, ,Northern Ireland,BT6 9HU,"11,973",14-Feb-14,25-Feb-14,MIS,0,"28,350",General Manufacturing,N,Innovation and Technical Development,CASTLEREAGH,25
H.M.G. Powder Coatings Limited, ,Dill Road,Castlereagh Industrial Estate, ,Belfast, ,Northern Ireland,BT6 9HU,"29,180",19-Mar-14,24-Apr-14,Growth Accelerator Programme (GAP),0,"72,950",General Manufacturing,N,Other,CASTLEREAGH,25
H2 Engineering,Unit 2,Derryvale Industrial Estate,Farlough Road, ,Coalisland,Co. Tyrone,Northern Ireland,BT71 4DT,"49,800",3-Aug-12,22-Oct-12,Grant For Research And Development,0,"99,600",Construction Products,N,Research and Development,DUNGANNON,12
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,850,23-Sep-11,4-Oct-11,Technical Development Incentive (TDI),0,"1,700",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,"3,780",10-May-12,23-May-12,Technical Development Incentive (TDI),0,"8,400",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,909,21-Nov-12,23-Nov-12,Technical Development Incentive (TDI),0,"1,818",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,"1,020",22-Nov-12,23-Nov-12,Technical Development Incentive (TDI),0,"2,040",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,"1,600",10-Dec-12,13-Dec-12,Technical Development Incentive (TDI),0,"3,200",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,"3,829",10-Dec-12,13-Dec-12,Technical Development Incentive (TDI),0,"7,658",Life Sciences,N,Innovation and Technical Development,BELFAST,2
Haemoband Surgical Ltd, ,The Mount Business Park,2 Woodstock Link, ,Belfast, ,Northern Ireland,BT6 8DD,600,3-Dec-13,4-Dec-13,Technical Development Incentive (TDI),0,"1,200",Life Sciences,N,Innovation and Technical Development,BELFAST,2
